Security Name
SHREE RENUKA SUGARS LIMITED EQ NEW RS.1/-
STL NETWORKS LIMITED EQ EQ
U.P. POWER CORPORATION LIMITED SR-I-H 9.75 BD 20OT26 FVRS10LAC SR-I-H 9.75 BD 20OT26 FVRS10LAC
ELANTAS BECK INDIA LIMITED EQ
EMCURE PHARMACEUTICALS LIMITED EQ EQ
HEUBACH COLORANTS INDIA LIMITED EQ F V RS 10/-
LANCO INFRATECH LIMITED EQ NEW RE. 1/- EQ NEW RE. 1/-
PENINSULA LAND LIMITED EQ NEW RS. 2/- EQ NEW RS. 2/-
HINDOOSTAN MILLS LIMITED EQ
PENTAMEDIA GRAPHICS LTD. EQ NEW RE.1/-
POCHIRAJU INDUSTRIES LIMITED EQ NEW FV RS.10/-
SYNCOM HEALTHCARE LIMITED EQ EQ
SMS PHARMACEUTICALS LIMITED EQ NEW FV Re.1/- EQ NEW FV Re.1/-
WILLARD INDIA LIMITED EQ
KHAITAN CHEMICALS AND FERTILIZERS LIMITED EQ NEW FV Re. 1/- EQ NEW FV Re. 1/-
ANDHRA PRADESH CAPITAL REGION DEVELOPMENT AUTHORITY STRPPs E 10.32 BD 16AG28 FVRS2LAC STRPPs E 10.32 BD 16AG28 FVRS2LAC
KAASHYAP TECHNOLOGIES LIMITED EQ NEW FV RE. 1/-
INDIAN ACRYLICS LIMITED EQ EQ
PHAARMASIA LIMITED EQ
LAN ESEDA INDUSTRIES LIMITED EQ
NATCO PHARMA LTD
HIMATSINGKA SEIDE LTD.
EASUN REYROLLE LIMITED EQ NEW RS. 2/-
SALAYA BULK TERMINALS LIMITED EQ
HAPPY FORGINGS LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-
SOM DATT FINANCE CORPORATION LTD EQ EQ
RASHI PERIPHERALS LIMITED EQ NEW FV RS.5/- EQ NEW FV RS.5/-
BELRISE INDUSTRIES LIMITED EQ NEW FV RS 5/- EQ NEW FV RS 5/-
SANCIA GLOBAL INFRAPROJECTS LIMITED EQ
VIDEOCON INDUSTRIES LIMITED EQ EQ
VERSUNI INDIA HOME SOLUTIONS LIMITED EQ
ICICI PRUDENTIAL MUTUAL FUND BSE LIQUID ETF IDCW BSE LIQUID ETF IDCW
EMPIRE INDUSTRIES LIMITED EQ
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED EQ FV RS. 1/- EQ FV RS. 1/-
WELSPUN LIVING LIMITED EQ NEW FV RE. 1/- EQ NEW FV RE. 1/-
INDIA PESTICIDES LIMITED. EQ NEW FV Re. 1/- EQ NEW FV Re. 1/-
METALMAN INDUSTRIES LIMITED EQ
NIPPON INDIA MUTUAL FUND CPSE ETF (RGESS)
SUPREME PETROCHEM LIMITED EQ NEW FV RE.2/-
STERLITE GRID 5 LIMITED EQ NEW FV RS 2/- EQ NEW FV RS 2/-
GE VERNOVA T&D INDIA LIMITED EQ NEW RS. 2/- EQ NEW RS. 2/-
BAJAJ CONSUMER CARE LIMITED EQ NEW F.V. RE.1/- EQ NEW F.V. RE.1/-
ELGI EQUIPMENTS LIMITED EQ F.V RS.1/-
CIE AUTOMOTIVE INDIA LTD.
KSR FOOTWEAR LIMITED EQ EQ
RAAJRATNA METAL INDUSTRIES LTD. PREF 17JL23 PREF 17JL23
REI AGRO LIMITED EQ NEW FV RS.1/-
GUJARAT FLUOROCHEMICALS LTD.
NAYARA ENERGY LIMITED EQ
CORE HEALTHCARE LIMITED EQ
AIA ENGINEERING LTD.
MODERN INSULATORS LIMITED EQ
PAE LIMITED EQ EQ
HYUNDAI MOTOR INDIA LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-
BIRLA COTSYN (INDIA) LIMITED EQ NEW F.V RE.1/- EQ NEW F.V RE.1/-
GTN INDUSTRIES LIMITED EQ
AMNS PORTS INDIA LIMITED EQ EQ
NORTHERN ARC CAPITAL LIMITED EQ EQ
DECCAN CHRONICLE HOLDINGS LTD EQ NEW FV RS. 2/-
MUKAT PIPES LIMITED EQ NEW FV RS. 5/-
VISU INTERNATIONAL LIMITED EQ
NEXTGEN ANIMATION MEDIAA LIMITED EQ
GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED NEW EQ RS. 2/- NEW EQ RS. 2/-
JUBILANT AGRI AND CONSUMER PRODUCTS LIMITED EQ EQ
J. K. CEMENT LIMITED. EQ EQ
THE GREAT EASTERN SHIPPING COMPANY LIMITED EQ NEW FV RS.10/-
JSW CEMENT LIMITED EQ EQ
LML LIMITED EQ
VRL LOGISTICS LIMITED EQ EQ
ICICI PRUDENTIAL MUTUAL FUND BHARAT 22 ETF
ZENITH HEALTHCARE LIMITED EQ NEW FV RE. 1/-
PHILIPS INDIA LIMITED EQ
GODREJ INDUSTRIES LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-
NOVARTIS INDIA LIMITED EQ FV RS.5 EQ FV RS.5
RAMKRISHNA FORGINGS LTD EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-
HEXAWARE TECHNOLOGIES LIMITED EQ NEW FV RE 1/- EQ NEW FV RE 1/-
JUBILANT PHARMOVA LIMITED EQ NEW FV RE.1/-
TRANSINDIA REAL ESTATE LIMITED EQ NEW FV RS 2/-
3I INFOTECH LIMITED REs - EQ RS. 10/- REs - EQ RS. 10/-
MAFATLAL INDUSTRIES LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-
ORIENTAL AROMATICS LIMITED EQ NEW FV RS 5 /-
INDUS TOWERS LIMITED EQ EQ
NOVA STEELS (INDIA) LIMITED EQ
ALOK INDUSTRIES LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-
DIVIS LABORATORIES LTD.
TRANSPORT CORPORATION OF INDIA LIMITED NEW EQ RS. 2/- NEW EQ RS. 2/-
ESSAR SHIPPING LIMITED EQ EQ
SHRI LAKSHMI COTSYN LIMITED EQ
GANESH INFRAWORLD LIMITED EQ NEW FV RS. 5/- EQ NEW FV RS. 5/-
AADHAR HOUSING FINANCE LIMITED EQ EQ
PDS LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-
STEELCO GUJARAT LIMITED EQ NEW FV RS 10/- EQ NEW FV RS 10/-
MAX FINANCIAL SERVICES LIMITED EQ NEW FV RS. 2/-
YASH MANAGEMENT & SATELLITE LIMITED EQ
PROMACT IMPEX LIMITED EQ
ICICI PRUDENTIAL BSE LIQUID
IMEC SERVICES LIMITED EQ NEW FV RS 10/- EQ NEW FV RS 10/-
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED EQ NEW FV RS. 10/- EQ NEW FV RS. 10/-
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-
ESS DEE ALUMINIUM LIMITED EQ
LUMAX AUTO TECHNOLOGIES LIMITED EQ NEW FV RS. 2/- EQ NEW FV RS. 2/-
RADHE DEVELOPERS (INDIA) LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-
SURYACHAKRA POWER CORPORATION LIMITED EQ
GOLDMINE VYAPAR PRIVATE LIMITED EQ EQ
HEUBACH COLORANTS INDIA LTD.
ORG INFORMATICS LIMITED EQ
MORGANITE CRUCIBLE (INDIA) LTD
GOL OFFSHORE LIMITED EQ EQ
MEGHMANI ORGANICS LIMITED EQ NEW Re.1/-
GOLDMINE COMMODITIES PRIVATE LIMITED EQ EQ
GODAWARI POWER AND ISPAT LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-
APTECH LIMITED EQ EQ
KIRLOSKAR FERROUS INDUSTRIES LTD EQ NEW FV RS.5/- EQ NEW FV RS.5/-
BANSISONS TEA INDUSTRIES LIMITED EQ
RURAL ELECTRIFICATION CORPORATION LIMITED 7.38 BD 19DC27 FVRS1000
ARCHEAN CHEMICAL INDUSTRIES LTD.
BEEYU OVERSEAS LIMITED EQ
HDB FINANCIAL SERVICES LIMITED EQ EQ
UTI-MASTERSHARE UNIT SCHEME
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED 7.51/8.01 BD 16FB28 FVRS1000 LOA UPTO 7MY13 7.51/8.01 BD 16FB28 FVRS1000 LOA UPTO 7MY13
STERLITE ELECTRIC LIMITED EQ EQ
BIO NATURAL INGREDIENTS PRIVATE LIMITED EQ EQ
DIAMOND POWER INFRASTRUCTURE LIMITED EQ NEW FV RE.1/- EQ NEW FV RE.1/-
AMBALAL SARABHAI ENTERPRISES LIMITED EQ EQ
AVANCE TECHNOLOGIES LIMITED EQ NEW FV RE 1/- EQ NEW FV RE 1/-
CLENON ENTERPRISES LIMITED EQ NEW FV RS 10/- EQ NEW FV RS 10/-
GOLDMINE WEALTH PRIVATE LIMITED EQ EQ
NAYARA ENERGY LIMITED 8 NCD 15DC25 FVRS350
INDIA STEEL WORKS LIMITED EQ NEW FV RE 1/- EQ NEW FV RE 1/-
USHA INDIA LIMITED EQ
HINDUSTAN ORGANIC CHEMICALS LIMITED EQ
SESHAASAI TECHNOLOGIES LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-
SURYA PHARMACEUTICAL LIMITED EQ NEW F.V. RE.1/-
PRITHVI INFORMATION SOLUTIONS LTD EQ
SAMMAAN FINSERVE LIMITED SR VII CAT III & IV 9.2 LOA 25SP28 FVRS1000 SR VII CAT III & IV 9.2 LOA 25SP28 FVRS1000
PIRAMAL PHARMA LIMITED EQ EQ
GAMMON INDIA LIMITED EQ NEW FV RS.2/-
ANIL BIOPLUS LIMITED EQ
INDEGENE LTD.
AUTOMOBILE CORPORATION OF GOA LIMITED EQ EQ
SBI HOME FINANCE LIMITED EQ EQ
GTN TEXTILES LIMITED EQ
3I INFOTECH LIMITED EQ NEW FV RS. 10/- EQ NEW FV RS. 10/-
U.P. POWER CORPORATION LIMITED SR-I-I 9.75 BD 20OT27 FVRS10LAC SR-I-I 9.75 BD 20OT27 FVRS10LAC
M.G.F. GROWTH RESEARCH AND INVESMART LIMITED EQ EQ
INTERNATIONAL GEMMOLOGICAL INSTITUTE (INDIA) LIMITED EQ NEW FV RS 2/- EQ NEW FV RS 2/-
ODIGMA CONSULTANCY SOLUTIONS LIMITED EQ EQ
V L S FINANCE LIMITED EQ EQ
MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-
SILVERLINE TECHNOLOGIES LIMITED EQ NEW RS. 10/- EQ NEW RS. 10/-
KOTHARI FERMENTATION AND BIOCHEM LIMITED EQ EQ
VIKRAM SOLAR LIMITED EQ EQ
MAX INDIA LIMITED EQ EQ
GUJARAT PETROSYNTHESE LIMITED EQ
CANARA HSBC LIFE INSURANCE COMPANY LIMITED EQ EQ
SANSTAR LIMITED EQ NEW FV RS 2/- EQ NEW FV RS 2/-
PEARL GLOBAL INDUSTRIES LIMITED EQ NEW FV RS. 5/- EQ NEW FV RS. 5/-
GOLDMINE ASSETS PRIVATE LIMITED EQ EQ
TATA CAPITAL LIMITED EQ EQ
COMMEX TECHNOLOGY LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-
SHALIMAR WIRES INDUSTRIES LIMITED EQ NEW F.V. RS.2/-
LOTUS CHOCOLATE COMPANY LIMITED EQ EQ
ORBIT CORPORATION LIMITED EQ
CAPRIHANS INDIA LIMITED EQ EQ
U.P. POWER CORPORATION LIMITED SR-II-I 10.15 BD 20JN28 FVRS10LAC SR-II-I 10.15 BD 20JN28 FVRS10LAC
ADITYA BIRLA SUN LIFE AMC LIMITED EQ NEW FV Rs.5/- EQ NEW FV Rs.5/-
PASUPATI ACRYLON LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-
ANDHRA PRADESH STATE BEVERAGES CORPORATION LIMITED SR-I 9.62 BD 30MY31 FVRS10LAC
NIPPON INDIA MUTUAL FUND ETF LIQUID BeES
NIDO HOME FINANCE LIMITED SR III 9.35 NCD 10SP28 FVRS1000 SR III 9.35 NCD 10SP28 FVRS1000
CONCURRENT (I) INFRASTRUCTURE LTD EQ
SYNCOM FORMULATIONS (INDIA) LIMITED EQ NEW Re. 1/- EQ NEW Re. 1/-
ESSAR PORTS LIMITED EQ NEW RS 10/- EQ NEW RS 10/-
INNOVA CAPTAB LIMITED EQ NEW FV RS.10/- EQ NEW FV RS.10/-
BINANI INDUSTRIES LIMITED EQ
S H KELKAR AND COMPANY LIMITED EQ NEW FV RS. 10/-
SIGNIFY INNOVATIONS INDIA LIMITED EQ
SICAGEN INDIA LIMITED EQ
MANALI PETROCHEMICAL LIMITED EQ NEW FV RS. 5/-
VIJAY TEXTILES LIMITED EQ NEW FV RS. 10/-
RATHI ISPAT LIMITED EQ
EMMESSAR BIOTECH AND NUTRITION LTD EQ EQ
AVON CORPORATION LIMITED EQ EQ
NALWA SONS INVESTMENTS LIMITED EQ FV RS.10/-
TD POWER SYSTEMS LIMITED EQ NEW FV RS.2/- EQ NEW FV RS.2/-
IFSL LIMITED EQ NEW FV RE. 1/-
MUTHOOTTU MINI FINANCIERS LTD SR III 9.75 NCD 29AG28 FVRS1000 SR III 9.75 NCD 29AG28 FVRS1000
REGAAL RESOURCES LIMITED EQ NEW FV RS 5/- EQ NEW FV RS 5/-
INDEGENE LIMITED EQ EQ
SOUTH ASIAN ENTERPRISES LIMITED EQ EQ
KERALA INFRASTRUCTURE INVESTMENT  FUND BOARD SR B 9.49 NCD 08OT29 FVRS1LAC SR B 9.49 NCD 08OT29 FVRS1LAC
METROPOLITAN STOCK EXCHANGE OF INDIA LIMITED EQ EQ
JYOTI LIMITED EQ EQ
THAMBBI MODERN SPINNING MILLS LIMITED EQ
SUNIL HEALTHCARE LIMITED EQ
ADANI AIRPORT HOLDINGS LIMITED SR 2 10 NCD 14MR29 FVRS1LAC SR 2 10 NCD 14MR29 FVRS1LAC
BAJAJ HINDUSTHAN SUGAR LIMITED EQ FV RE. 1/-
MORGANITE CRUCIBLE (INDIA) LIMITED EQ NEW FV RS.5/-
CITY TILES LIMITED EQ
ZYLOG SYSTEMS LIMITED EQ NEW FV RS.5/-
